,﻿MessageID,ThreadID,ThreadName,MemberID,MemberName,Message,P_Year,P_Month,P_Day,P_Date,ThreadFirstMessageID
23026,47936,15324,Elderly Somali man takes 17-year-old bride,1854,abufarooq,"The seikh has done nothing haram and unless you have evidence of any wrong doing you are slandering and putting your hard earned rewards into the seikh's account. Slandering then saying Allahualim doesn't make it non-slanderous. Make taubaa and do something constructive, this thread should be closed until some evidence of some alleged wrong doing comes up.",2009,11,04,2009-11-04 00:00:00.000,46536
23121,48094,15324,Elderly Somali man takes 17-year-old bride,431,Abu Hamza,"Well I""am happy with the topic because I felt there was something wrong with this marriage and thought bad things about the couple as well, but Alhamdullilah because of the correction by the brothers and sisters of such thought I started to reflect about my actions in this case and others Its a lesson, and we all make mistakes. Jazakkalah hu kaihran",2009,11,04,2009-11-04 00:00:00.000,46536
23122,48096,15324,Elderly Somali man takes 17-year-old bride,330,Al Kahf,"You're right, I am happy with it too. That is why I didn't change my first post. This forum is a relief. About how many fora's you can EVERY day say ""today I learned something""?",2009,11,04,2009-11-04 00:00:00.000,46536
23158,48139,14145,Jundullah Studio Presents : Wonderful Release ((( Fadl Al Jihad))),1833,sivaslimucahid,they are too charismatic. they are looking too good. i know them from where?,2009,11,05,2009-11-05 00:00:00.000,42101
23160,48141,15318,Al Furqan: &quot;Strong motivation is of great importance&quot;,1862,Abul-Udda Ibn Ali,Wonderful release...the Mujahideen are maturing and they will grow into a regional movement insha'allah...,2009,11,05,2009-11-05 00:00:00.000,46524
23166,4815,1893,Latest News About The Mujahideen In Somalia,1,Abu Mu'aad,"An Islamic court in southern Somalia on Tuesday sentenced a man found guilty of murder to paying the victim's family 100 female camels in compensation. The victim, a UN aid worker, was murdered by a member of an armed organisation and his family was given the choice between sentencing the murderer to death or accepting blood money (diyah). The defendant had pleaded guilty to the murder of senior World Food Programme (WFP) official Ibrahim Hussein Duale and the victim's family chose to take the large compensation instead. ""After a five-day trial, the court finally announced its verdict today... He pleaded guilty and was sentenced to pay 100 female camels,"" Garane Nur Mohamoud, a relative of the victim said. The trial took place in the town of Bardhubo, in the Gedo region, which borders Kenya and Ethiopia and is currently under the control of the islamic movement of Al-Shabaab and its allies. The Islamic administration in the area has opened courts applying Sharia, or Islamic law, over the past year. Abdullahi Hussein, a local elder who was part of a committee involved in the case and suggesting an adequate sentence, said the 100 female camels were worth around $45 000 (about R424 000). ""Each she-camel is worth 10 million Somalia shillings, so 100 of them works out at around $45 000 dollars,"" he said. Ibrahim Hussein Duale was shot dead by masked gunmen on January 6. He leaves a wife and five children.",2009,03,25,2009-03-25 00:00:00.000,3545
23230,48272,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"HOUSTON (Reuters) – At least seven people were killed and 12 wounded in a shooting at a U.S. Army base in Fort Hood, Texas, on Thursday, local media reported. One gunman was in custody and another was on the loose, local media reported. One station said there was a third shooter involved. The attack happened at the Soldier Readiness Center at Fort Hood, according to the FOX 4 television station. The base is currently in lockdown mode, according to Fort Hood's website. Fort Hood is halfway between Austin and Waco, about 60 miles from each city, in Texas. (Reporting by Chris Baltimore, Editing by Sandra Maler)",2009,11,05,2009-11-05 00:00:00.000,48272
23231,48273,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"Allahu akbar! This is the best news that I can hear! Insha'Allah it is revenge upon those PIGS who martyred our Sheikh Luqman Abdullah (r.a.). May God protect our brother who escapes, may He hasten the release of our brother who was captured, and may He accept our fallen brother from amongst the Shuhada. Ameen!",2009,11,05,2009-11-05 00:00:00.000,48272
23232,48274,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"You can stream live news of this here, insha'Allah: http://www.kxan.com/generic/news/live_streaming (BEWARE: uncovered female shown )",2009,11,05,2009-11-05 00:00:00.000,48272
23234,48277,15318,Al Furqan: &quot;Strong motivation is of great importance&quot;,101,Ula8484,,2009,11,05,2009-11-05 00:00:00.000,46524
23237,48282,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"WASHINGTON – The Army says seven people were killed and 20 wounded in a pair of shootings at the Fort Hood Army base in Texas. An Army spokesman at the Pentagon says the shootings began about 1:30 p.m. Thursday at a personnel and medical processing center at Fort Hood. The spokesman, Lieutenant Colonel Nathan Banks, says two shooters were apparently involved. There is no word yet on who they were, nor on identities of the dead. Banks says the second incident took place at a theater on the sprawling base. He says it is too soon to tell whether there is any link to battle stress or repeated deployments. The Army is suffering a record high suicide rate and other signs of stress from fighting two wars. THIS IS A BREAKING NEWS UPDATE. Check back soon for further information. AP's earlier story is below. FORT HOOD, Texas (AP) — The U.S. Army has closed its massive Army base at Fort Hood, Texas, amid reports that several people have been shot and killed at the post. The Web site of the base in central Texas has posted an alert that says, ""Effective immediately Fort Hood is closed."" The Web site said that units at the base have been ordered to account for all personnel. The site says, ""This is not a Drill. It is an Emergency Situation."" Several television stations in Texas say several people were both killed and wounded in the shooting. Officials at the base and in the nearby town of Killeen, Texas, have not confirmed those accounts. Fort Hood is located halfway between Austin and Waco.",2009,11,05,2009-11-05 00:00:00.000,48272
23238,48283,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",431,Abu Hamza,maybe its not a brother....,2009,11,05,2009-11-05 00:00:00.000,48272
23239,48284,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"Quote: maybe its not a brother.... Allahu'alam. But either way, its great news to hear that these kaffir pigs got smoked.",2009,11,05,2009-11-05 00:00:00.000,48272
23240,48286,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",431,Abu Hamza,They were in uniform according 2 cnn..they surrounded a place where they expect the second gunner 2 be holed up...,2009,11,05,2009-11-05 00:00:00.000,48272
23241,48287,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,Quote: They were in uniform according 2 cnn..they surrounded a place where they expect the second gunner 2 be holed up... Perhaps undercover brothers? Allahu'alam. May God protect our other brother. Ameen.,2009,11,05,2009-11-05 00:00:00.000,48272
23242,48288,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",75,Binyamine,"Peace Mercy And Blessing Of Allah be upon all of us. Allah hu Ackbar!!!!!!! To HELL as fuel kaafir, and what an evil abode. If were done by muslims, may Allah the Protector accept this brave acts and protect the brothers and What a good Protector Allah is to the believing people. But if it a kaafir soldier who killed his mate, Allah is all Powerful, he made one of themself kill them. May Allah help and grant victory to the oppressed muslims wherever they are. Ameen.",2009,11,05,2009-11-05 00:00:00.000,48272
23243,48289,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,9 dead!!!!!!!! Allahu akbar!,2009,11,05,2009-11-05 00:00:00.000,48272
23245,48292,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1757,Ibn Ali al-Turki,"Allahu Akbar! Just as Allah, subhana wa ta'ala, created confusion amongst the ranks of the enemies in the Battle of Badr, He does it today, in the near and far battlefields. Alhamdulillah!",2009,11,05,2009-11-05 00:00:00.000,48272
23247,48294,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,12 killed!!!!!!!!! Allahu akbar!,2009,11,05,2009-11-05 00:00:00.000,48272
23250,48300,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"Those pieces of crap who were killed were all going to be sent to Iraq or Afghanistan. At least 12 dead, at least 31 wounded. Allahu akbar! Now at least we have less murdering baby rapers to worry about because they are burned in hell now, insha'Allah. Quote: At least 11 people were killed today when a U.S. soldier opened fire at Fort Hood, Texas, a military spokesman said. The soldier who opened fire was slain by responding personnel. Two other suspects are in custody Perhaps a mujahid infiltrated the military? Allahu'alam.",2009,11,05,2009-11-05 00:00:00.000,48272
23251,48301,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1813,lionofGod,"(CNN) -- Eleven people plus an attacker were killed and 31 were wounded after a gunman opened fire at Fort Hood in Texas on Thursday, a Fort Hood spokesman said. The gunman was a soldier, and two other soldiers have been detained as suspects, said the spokesman, Lt. Gen. Bob Cone. ................................. ................................. http://www.cnn.com/2009/US/11/05/tex...ngs/index.html",2009,11,05,2009-11-05 00:00:00.000,48272
23252,48302,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"FORT HOOD, Texas – The U.S. Army says 12 people have been killed and 31 wounded in a shooting rampage on the Fort Hood Army base in Texas. Lt. Gen Bob Cone said at a news conference that one shooter has been killed and two suspects were apprehended on Thursday. He says they are all U.S. soldiers. The shooting began around 1:30 p.m. Cone says that all the casualties took place at the base's Soldier Readiness Center where soldiers who are about to be deployed or who are returning undergo medical screening. He says the primary shooter used two handguns in the attack.",2009,11,05,2009-11-05 00:00:00.000,48272
23253,48303,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1094,Ayubi,Allah o Akbar...Inshallah in the end victory is for muslims... Allah always with momineen...,2009,11,05,2009-11-05 00:00:00.000,48272
23254,48305,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1757,Ibn Ali al-Turki,Shooter is Army Major Malik Nadal Hasan....reported by various outlets.,2009,11,05,2009-11-05 00:00:00.000,48272
23255,48306,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,Quote: Shooter is Army Major Malik Nadal Hasan....reported by various outlets. Alhamdullah! May God accept our brother from amongst the shuhada and grant him Jannat al-Firdaws. Ameen.,2009,11,05,2009-11-05 00:00:00.000,48272
23256,48307,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"(CNN) -- Eleven people plus a gunman were dead and 31 wounded after the gunman opened fire Thursday on a soldier-processing center at Fort Hood, Texas, officials said. The gunman was a soldier, and two other soldiers have been detained as suspects, Army Lt. Gen. Bob Cone said. The slain gunman was Maj. Malik Nadal Hasan, according to a law enforcement source. The source believes he is 39 or 40 years old. Ten of the other dead also were soldiers, while the remaining one was a civilian police officer who was working as a contractor on the base, Cone said. Two of the injured were in ""very serious"" condition, Fort Hood spokesman Christopher Hogue said. More than one shooter may have been involved, Cone said. ""All the casualties took place at the initial incident, that took place at 13:30 [1:30 p.m. CT], at the soldier readiness facility,"" Cone said. The primary shooter had two weapons, both handguns, he said. ""The local police response forces were there relatively quickly and killed the confirmed shooter,"" Cone said. President Obama called the shootings ""tragic"" and ""a horrific outburst of violence."" He expressed his condolences for the shooting victims. ""These are men and women who have made the selfless and courageous decision to risk, and at times give, their lives to protect the rest of us on a daily basis,"" Obama said. ""It's difficult enough when we lose these brave Americans in battles overseas. It is horrifying that they should come under fire at an Army base on American soil."" Officials at Fort Hood, which is the Army's largest U.S. post, were asking people there to stay away from windows, CNN affiliate KXXV said. The incident took place at the sports dome, now known as the soldier readiness area, the station reported. A congressional aide said he was on the post to attend a graduation service when he saw a soldier with blood on his uniform near the building where the service was being held, the Austin American-Statesman reported. Greg Schannep, an aide to U.S. Rep. John Carter, said the soldier ran past him and said a man was shooting. He said the soldier appeared to be injured in a shoulder, the American-Statesman reported. FBI agents are headed to the scene to assist, said Erik Vasys, spokesman for the FBI office in San Antonio. He had no other details. On the Fort Hood Web site, the word ""closed"" is posted with the statement, ""Effective immediately, Fort Hood is closed. Organizations/units are instructed to execute a 100 percent accountability of all personnel."" Fort Hood, with about 40,000 troops, is home to the Army's 1st Cavalry Division and elements of the 4th Infantry Division, as well as the 3rd Armored Cavalry Regiment and the 13th Corps Support Command. It is located near Killeen, Texas. At least 25,000 people are at Fort Hood on any given day, an Army spokesman at the Pentagon said. Fort Hood is home to the Warrior Combat Stress Reset Program, which is designed to help soldiers overcome combat stress issues. In June, Fort Hood's commander, Lt. Gen. Rick Lynch, told CNN that he was trying to ease the kind of stresses soldiers face. He has pushed for soldiers working a day schedule to return home for dinner by 6 p.m., and required his personal authorization for anyone working weekends. At the time, two soldiers stationed there had committed suicide in 2009 -- a rate well below those of other posts.",2009,11,05,2009-11-05 00:00:00.000,48272
23258,48309,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,The brother who carried out this heroic raid was a convert to Islam.,2009,11,05,2009-11-05 00:00:00.000,48272
23260,48312,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,American hell... in america!,2009,11,05,2009-11-05 00:00:00.000,48272
23262,48317,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1335,Guest,"Assalamu'Alaykum Officials say a shooting suspect at Fort Hood has been identified as Maj. Malik Nadal Hasan, who they say was an Army mental health professional, The Associated Press reported. A law enforcement official said Hasan, believed to be in his late 30s, was killed after opening fire at the base. The official spoke on condition of anonymity because he was not authorized to discuss the case publicly. A defense official speaking on condition of anonymity says Hasan was a mental health professional - an Army psychologist or psychiatrist, The Associated Press reported. It was not known whether he was treating people at the base. Officials says it was not clear what Hasan's religion was, but investigators are trying to determine if Hasan was his birth name or if he may have changed his name and converted to the Islamic faith at some point, The Associated Press reported.",2009,11,05,2009-11-05 00:00:00.000,48272
23263,48318,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,Shaheed insha'Allah Nidal Hasan (r.a.);,2009,11,06,2009-11-06 00:00:00.000,48272
23265,48322,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1862,Abul-Udda Ibn Ali,"AllahuAkbar!!! First we had brother Abdulhakim Mujahid Muhammad (rah) with the Arkansas recruiting center shooting and now this. And of course, we had our brother, Imam, and shaheed Luqman Ameen Abdullah (rah) gunned down by these american terrorists. ""The blood of the Shaheed is a light and a fire"" The light lightens the way for the Mujahiedeen and the fire is a fire that burns up the enemies!!! One can only predict that these types of incidents will increase in frequency and intensity. AllahuAkbar!!!",2009,11,06,2009-11-06 00:00:00.000,48272
23266,48323,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1833,sivaslimucahid,good news i'm very happy. i want that Allah gives them a big disaster!,2009,11,06,2009-11-06 00:00:00.000,48272
23267,48324,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1335,Guest,Assalamu'Alaykum They now say that it might be related to a possible Jihaadist movement walhamdulillahi rabbul 'alameen!,2009,11,06,2009-11-06 00:00:00.000,48272
23268,48325,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"If mujahideen can join the military of kaffirs and get oakleaves on their shoulders, then we are doing something right with help from God. And it shows that the kuffar a STUPID IDIOTS! Perhaps he was a member of the forums, and maybe a last will shall be released? Allahu'alam.",2009,11,06,2009-11-06 00:00:00.000,48272
23269,48328,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1757,Ibn Ali al-Turki,"1 of the wounded has just died, bringing the total dead to 13, and wounded to 30.",2009,11,06,2009-11-06 00:00:00.000,48272
23270,48329,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",843,Cmdr,May Allah accept Malik Nadal Hasan from amongst the Shuhada and grant him Jannat al-Firdaws. الله اكبـــر و لله العــزة و لرســوله وللمؤمنيــن * the brother is not dead,2009,11,06,2009-11-06 00:00:00.000,48272
23271,48330,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"There very little official information about Malik Nidal Husan, the alleged gunman in the Fort Hood shooting. It's not even clear how exactly his name is spelled. We've seen news reports referring to him as Malik Nadal Husan, Malik Nidal Husan, Malik Nadal Hussan, Malik Nidal Hussan, Nidal Malik Husan, and Nidal Malik Hussan. ""Virginia state medical licensing records list a Nidal Malik Hasan as a psychiatrist for the Army Medical Corps, with his primary practice at Darnall Army Medical Center at Fort Hood,"" McClatchy reports. ""The phone number listed for him in the Virginia records, which carried a Maryland area code, was unanswered."" McClatchy reports: According to the records, Hasan completed a residency in psychiatry at Walter Reed Army Medical Center in Washington, D.C. in 2007 and additional training in disaster and preventive psychiatry at Uniformed Services University Of the Health Sciences F. Edward Herbert School of Medicine, Bethesda, Md.. At least 12 people were killed and 31 wounded in a shooting at Fort Hood Army Base near Killeen, Texas, when at least one gunmen opened fire on soldiers who were making their final deployment preparations. At the Center for Traumatic Studies we found this profile. Nidal Hasan, M.D., M.P.H. Fellow, Disaster and Preventive Psychiatry Department of Psychiatry F.Edward Hebert School of Medicine Uniformed Services University of the Health Scienc",2009,11,06,2009-11-06 00:00:00.000,48272
23272,48331,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"Quote: 1 of the wounded has just died, bringing the total dead to 13, and wounded to 30. Allahu akbar! More fuel for the hellfire!",2009,11,06,2009-11-06 00:00:00.000,48272
23273,48332,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,Wounded and dying kaffir pigs in the hospital:,2009,11,06,2009-11-06 00:00:00.000,48272
23274,48333,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",343,Asad'Allah,US citizen of Jordanian descent... CNN.,2009,11,06,2009-11-06 00:00:00.000,48272
23275,48336,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",83,Faizah,"Report is that the leader was a Muslim and a Major in the US Army. ""And prepare against them all you can of power, including steeds of war to terrorise the enemies of Allah and others besides whom you may not know, but Allah does know. And whatever you shall spend in the Cause of Allah shall be repaid unto you, and you shall not be treated unjustly."" [Quran 8:60]",2009,11,06,2009-11-06 00:00:00.000,48272
23278,48342,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",343,Asad'Allah,"According to CNN, the brother was under surveillance by authorities for talking about ""suicide bombings, and other threats"" on internet forums.",2009,11,06,2009-11-06 00:00:00.000,48272
23279,48345,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"Quote: According to CNN, the brother was under surveillance by authorities for talking about ""suicide bombings, and other threats"" on internet forums. Which forums? Any link? And how dumb are the kuffar? He is is Mujahid posting on forums and under watch of gestapo, yet the give him a loaded gun and put him on army base. Subhan'Allah! But alhamdullah, we out smarted the kuffar on 9/11 and we did it again today! Insha'Allah we will see more!",2009,11,06,2009-11-06 00:00:00.000,48272
23280,48346,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",83,Faizah,"AP is reporting that Malik Nidal Husan was being watched for six months because of postings he made on the internet so he must be on one oof more of the forums. If anyone knows his forum name it would be good to bring his posts out again as a way of honoring him. We will meet him again, insh'Allah, if we too can meet Allah in Firdaws.",2009,11,06,2009-11-06 00:00:00.000,48272
23281,48348,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",343,Asad'Allah,"Quote: Federal law enforcement officials say Hasan had come to their attention at least six months ago because of Internet postings that discussed suicide bombings and other threats. The officials say they are still trying to confirm that he was the author. One of the Web postings that authorities reviewed is a blog that equates homicide bombers with a soldier throwing himself on a grenade to save the lives of his comrades. ""To say that this soldier committed suicide is inappropriate. Its more appropriate to say he is a brave hero that sacrificed his life for a more noble cause,"" said the Internet posting. ""Scholars have paralled (sic) this to suicide bombers whose intention, by sacrificing their lives, is to help save Muslims by killing enemy soldiers."" They say an official investigation was not opened. http://www.foxnews.com/story/0,2933,572305,00.html",2009,11,06,2009-11-06 00:00:00.000,48272
23282,48349,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,This is our shaheed's web page: http://www.scribd.com/NidalHasan,2009,11,06,2009-11-06 00:00:00.000,48272
23283,48350,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",343,Asad'Allah,Breaking news...brother Nidal is wounded in the hospital!,2009,11,06,2009-11-06 00:00:00.000,48272
23284,48351,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"(CNN) -- At least one soldier opened fire on a military processing center at Fort Hood in Texas on Thursday, killing 12 and wounding 31 others, officials at the Army base said. The gunman, who officials initially said was killed, is wounded but alive, Lt. Gen. Bob Cone said. Cone said that man is believed to be the only shooter. Two other soldiers briefly taken into custody after the incident were later released, a spokesman said. The gunman, who officials said was wounded by emergency personnel, was identified as Maj. Nidal Malik Hasan, 39, a law enforcement source told CNN. A graduate of Virginia Tech, Hasan was a psychiatrist who was licensed in Virginia and was practicing at Darnall Army Medical Center at Fort Hood, according to professional records. Previously, he worked at Walter Reed Army Medical Center. Video: Shooting at U.S. army base Video: One shooter 'a soldier' Video: Ft. Hood shooting 'horrifying' ""Timeline: Fatal shootings on U.S. bases"" RELATED TOPICS * Fort Hood * U.S. Armed Forces * Shootings A federal official said Hasan is a U.S. citizen of Jordanian descent. Military documents show that Hasan was born in Virginia, and was never deployed outside the United States. Hasan was scheduled to be deployed to Iraq ""and appeared to be upset about that,"" Sen. Kay Bailey Hutchison, R-Texas, said. ""I think that there is a lot of investigation going on now into his background and what he was doing that was not known before,"" Hutchison said. At least 10 of the dead also were soldiers, Cone said. Watch developments live The shooter had two weapons, both handguns, Cone said. iReport.com: Are you there? Send pics, video Hutchison said she was told that the soldiers at the readiness facility ""were filling out paper processing to go to Iraq or Afghanistan,"" according to CNN affiliate KXAN in Austin, Texas. The readiness center is one of the last stops before soldiers deploy. It is also one of the first places a soldier goes upon returning to the United States. The Army has asked the FBI to look into the background of the suspects, Cone said. The base reopened Thursday night after being under lockdown for more than five hours. A witness in a building adjacent to where the shooting happened said soldiers were cutting up their uniforms into homemade bandages as the wounded were brought into the building. ""It was total chaos,"" the witness said. A woman who lives on base, about eight blocks from the shooting, said she and her daughter were at home when her husband called and told them to stay inside. ""And I asked him why, what was going on. He said that there was a shooting,"" said the woman, Nicole, who asked that her last name not be used. She said her husband called her back about 20 minutes later and told her to go upstairs, stay away from doors and windows and keep the doors locked. ""It's just been crazy,"" she said. ""Sirens everywhere."" A soldier who asked not to be identified told CNN that an e-mail went out to all base personnel instructing them not to speak to the media. President Obama called the shootings ""tragic"" and ""a horrific outburst of violence."" He expressed his condolences for the shooting victims. ""These are men and women who have made the selfless and courageous decision to risk, and at times give, their lives to protect the rest of us on a daily basis,"" Obama said. ""It's difficult enough when we lose these brave Americans in battles overseas. It is horrifying that they should come under fire at an Army base on American soil."" Scott &amp; White Memorial Hospital in Temple, Texas, posted an online appeal for blood as it began receving victims. ""Due to the recent events on Fort Hood, we are in URGENT need of ALL blood types,"" it said. Fort Hood, with about 40,000 troops, is home to the Army's 1st Cavalry Division and elements of the 4th Infantry Division, as well as the 3rd Armored Cavalry Regiment and the 13th Corps Support Command. It is located near Killeen, Texas. The headquarters unit and three brigades of the 1st Cavalry are currently deployed in Iraq. At least 25,000 people are at Fort Hood on any given day, an Army spokesman at the Pentagon said. Fort Hood is home to the Warrior Combat Stress Reset Program, which is designed to help soldiers overcome combat stress issues. In June, Fort Hood's commander, Lt. Gen. Rick Lynch, told CNN that he was trying to ease the kind of stresses soldiers face. He has pushed for soldiers working a day schedule to return home for dinner by 6 p.m., and required his personal authorization for anyone working weekends. At the time, two soldiers stationed there had committed suicide in 2009 -- a rate well below those of other posts. Nearby Killeen was the scene of one of the most deadly shootings in American history 18 years ago when George Hennard crashed his truck into a Luby's Cafeteria and began shooting, killing 23 people and wounding 20. Hennard's spree lasted 14 minutes. He eventually took his own life.",2009,11,06,2009-11-06 00:00:00.000,48272
23285,48352,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,The who did emergency personal shoot dead? One of their own? That would be funny if they did.,2009,11,06,2009-11-06 00:00:00.000,48272
23286,48353,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1335,Guest,"Assalamu'Alaykum From what it seems is that he posted a comment on a scribd book, and that is how he got into FBI's attention. First the kuffar say that he is dead for hours..... and then contradict themselves by saying something else. Lying bunch of animals! May Allah's curse be upon them!",2009,11,06,2009-11-06 00:00:00.000,48272
23287,48354,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"Quote: This is our shaheed's web page: http://www.scribd.com/NidalHasan If this is his real page, why would he use his real name? Why not use a nickname or kunya?",2009,11,06,2009-11-06 00:00:00.000,48272
23288,48355,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1794,Azouni,Yes they kept it secret. I just her from the General of the base that his is in the Hospital injured guarderd by military police. May Allah Protect him Allohama Amine,2009,11,06,2009-11-06 00:00:00.000,48272
23289,48357,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",82,Abu Khalid,The Shaheed Brother Nidal Hasan should be an inspiration to us all. May Allah (SWT) grant him Jannat al-Firdaws.,2009,11,06,2009-11-06 00:00:00.000,48272
23290,48358,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1744,salmakh84,"""He (Gunman's cousin) said his cousin (i.e. the gunman), who was born and raised in Virginia and graduated from Virginia Tech University, turned against the wars after hearing the stories of those who came back from Afghanistan and Iraq. Nader Hasan said his cousin, who was raised a Muslim, wanted to go into the military against his parent's wishes — but was taunted by others after the terror attacks of Sept. 11. He now is believed to have been behind the worst mass shooting at a U.S. military base in history."" Fox news",2009,11,06,2009-11-06 00:00:00.000,48272
23291,48359,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",83,Faizah,"Quote: Originally Posted by Asadullah Alshishani If this is his real page, why would he use his real name? Why not use a nickname or kunya? When I read his blog there is nothing jihaadi, nothing to suggest that he is a mujaheddin at all. It is a scholastic analysis of suicide versus self-sacrifice as i would expect from a psychologist. I don't see why the FBI would put someone on a watch list from what I read. I guess it is further proof that the kuffaar eat themselves up with fear. They don't trust anyone with a dark complexion.... ...Unless, of course, they speak Hebrew!",2009,11,06,2009-11-06 00:00:00.000,48272
23292,48360,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",33,abu_yazid,One of the Greatest news of the year. Mashallah. It is the happiest day.,2009,11,06,2009-11-06 00:00:00.000,48272
23293,48362,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",10,Asadullah Alshishani,"Quote: When I read his blog there is nothing jihaadi, nothing to suggest that he is a mujaheddin at all. It is a scholastic analysis of suicide versus self-sacrifice as i would expect from a psychologist. I don't see why the FBI would put someone on a watch list from what I read. I guess it is further proof that the kuffaar eat themselves up with fear. They don't trust anyone with a dark complexion. Quote: ...Unless, of course, they speak Hebrew! Lol! No doubt we are all on the ""watch list."" But those fools are nothing but keystone kops. Complete losers in this life and the hereafter.",2009,11,06,2009-11-06 00:00:00.000,48272
23295,48368,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1760,mehmet_fatih,a real hero ALLAH swt. bless him and all the muslims amin !,2009,11,06,2009-11-06 00:00:00.000,48272
23296,48369,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",1817,SwordofTruth,First we get the Taliban infiltrating the Afghan police and now this what a great week May Allah (swt) bring more of these incidents upon the kuffar,2009,11,06,2009-11-06 00:00:00.000,48272
23305,48381,15756,"13 dead, 30 wounded in dual attacks at Fort Hood, Texas",161,Abu-Ahmad,"As Salam Aleykum Quote: This still image from video courtesy of CNN from a convenience store surveillance camera shows Major Nidal Malik Hasan on the morning of November 5, hours before he shot and killed 13 people and wounded 31 others at Fort Hood army base Here is the video Inside picture (from twitter)",2009,11,06,2009-11-06 00:00:00.000,48272
